,time,speaker_id,please,please_start,has_hedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_plural,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,has_positive,has_negative,subjunctive,indicative,age_of_acquisition,concreteness,familiarity,imageability
261,2,25.Blue,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.11,0.0,0.11,0.0,0.05,0.0,13.0,200.6,375.87,204.74
262,3,25.Blue,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.18,0.0,0.12,0.0,0.0,0.24,0.0,0.29,0.18,0.0,0.0,98.59,213.12,423.61,227.74
263,4,25.Blue,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,62.18,134.05,66.01
264,5,25.Blue,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.18,0.12,0.0,0.06,0.0,0.0,0.18,0.0,0.18,0.06,0.06,0.0,29.29,207.17,416.95,229.71
265,1,26.Pink,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,64.6,227.51,440.83,250.23
266,2,26.Pink,0.0,0.0,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.08,0.31,0.08,0.0,0.0,47.62,201.63,415.86,215.14
267,3,26.Pink,0.0,0.0,0.29,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.0,0.0,117.35,261.5,525.04,286.52
268,4,26.Pink,0.0,0.0,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.29,0.0,0.0,0.0,0.0,0.43,0.14,0.0,0.0,95.71,307.0,593.84,314.88
269,5,26.Pink,0.0,0.0,0.31,0.0,0.25,0.06,0.0,0.0,0.0,0.06,0.38,0.0,0.25,0.0,0.0,0.06,0.0,0.12,0.06,0.0,0.0,54.75,227.14,414.02,230.45
270,1,26.Blue,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,34.14,234.25,430.88,252.02
271,2,26.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,172.43,299.83,189.38
272,3,26.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.29,0.0,0.0,0.0,0.0,132.49,259.65,137.5
273,4,26.Blue,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.14,104.15,168.98,110.5
274,5,26.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,89.58,265.12,392.27,278.62
275,1,26.Orange,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.0,0.0,79.62,239.2,497.4,276.82
276,2,26.Orange,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,221.6,430.3,256.95
277,3,26.Orange,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.24,0.0,0.0,0.06,0.0,0.12,0.06,0.12,0.0,41.32,279.58,555.67,289.71
278,4,26.Orange,0.0,0.0,0.36,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.18,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,68.09,260.56,481.65,276.58
279,5,26.Orange,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.08,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,75.58,290.34,590.3,306.46
280,1,27.Pink,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.25,0.31,0.0,0.12,0.0,0.0,0.06,0.0,0.31,0.12,0.0,0.0,53.02,211.84,406.85,230.03
281,2,27.Pink,0.0,0.0,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.21,0.0,0.0,112.54,298.21,554.52,320.46
282,3,27.Pink,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.47,0.07,0.0,0.0,0.0,0.07,0.0,0.27,0.2,0.0,0.0,44.23,321.5,596.48,329.4
283,4,27.Pink,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.05,0.0,0.0,0.05,0.0,0.42,0.05,0.0,0.0,34.26,271.27,530.94,289.51
284,5,27.Pink,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.07,0.0,0.14,0.0,0.0,0.07,0.0,0.43,0.0,0.07,0.07,68.32,228.51,426.9,242.63
285,1,27.Orange,0.0,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.03,0.12,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.25,0.16,0.03,0.0,34.34,262.69,496.61,281.58
286,2,27.Orange,0.0,0.0,0.16,0.0,0.12,0.0,0.0,0.0,0.04,0.12,0.32,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,39.88,243.45,445.58,267.26
287,3,27.Orange,0.0,0.0,0.2,0.0,0.2,0.04,0.0,0.0,0.0,0.2,0.28,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,43.34,269.45,521.5,283.7
288,4,27.Orange,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.29,0.04,0.04,0.0,0.0,0.0,0.04,0.42,0.17,0.0,0.0,77.67,224.64,472.03,249.72
289,5,27.Orange,0.0,0.0,0.2,0.0,0.16,0.0,0.0,0.0,0.0,0.24,0.32,0.0,0.2,0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,63.07,227.91,501.26,250.94
290,1,27.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.0,28.27,149.35,271.38,157.52
291,2,27.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,156.29,299.37,164.1
292,3,27.Blue,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.12,0.0,0.0,71.62,196.84,371.99,204.24
293,4,27.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,44.9,83.19,44.1
294,5,27.Blue,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,150.62,307.06,148.43
295,1,28.Blue,0.0,0.0,0.11,0.0,0.08,0.03,0.0,0.0,0.0,0.03,0.29,0.0,0.16,0.0,0.0,0.05,0.03,0.26,0.08,0.0,0.0,46.05,221.79,446.69,236.4
296,2,28.Blue,0.0,0.0,0.22,0.0,0.17,0.02,0.0,0.0,0.0,0.1,0.24,0.0,0.15,0.0,0.0,0.02,0.0,0.27,0.2,0.0,0.0,77.79,254.15,492.32,275.57
297,3,28.Blue,0.0,0.0,0.32,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.29,0.0,0.27,0.0,0.0,0.1,0.0,0.24,0.15,0.0,0.0,77.94,250.63,464.39,267.84
298,4,28.Blue,0.0,0.0,0.2,0.0,0.14,0.0,0.0,0.0,0.0,0.16,0.18,0.04,0.14,0.0,0.0,0.0,0.0,0.25,0.12,0.0,0.0,56.96,248.23,525.06,268.59
299,5,28.Blue,0.0,0.0,0.21,0.0,0.18,0.03,0.0,0.0,0.0,0.12,0.26,0.03,0.03,0.0,0.0,0.0,0.0,0.29,0.18,0.0,0.0,73.16,211.67,401.96,227.85
300,1,28.Orange,0.0,0.0,0.05,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,91.31,264.06,542.2,290.69
301,2,28.Orange,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.03,0.0,0.03,0.34,0.0,0.09,0.0,0.0,0.0,0.0,0.34,0.11,0.0,0.0,72.03,258.87,465.64,274.21
302,3,28.Orange,0.0,0.0,0.15,0.0,0.07,0.0,0.0,0.0,0.02,0.02,0.17,0.0,0.22,0.0,0.0,0.02,0.0,0.17,0.11,0.0,0.0,60.29,287.16,519.72,305.97
303,4,28.Orange,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.32,0.04,0.12,0.0,0.0,0.0,0.04,0.2,0.04,0.0,0.0,22.82,235.88,428.45,260.37
304,5,28.Orange,0.0,0.0,0.18,0.0,0.18,0.06,0.0,0.0,0.0,0.06,0.27,0.0,0.12,0.0,0.0,0.03,0.0,0.33,0.15,0.0,0.0,65.97,261.32,467.53,276.47
305,1,28.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.0,41.69,179.56,338.61,187.02
306,2,28.Pink,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.36,0.0,0.0,30.14,126.68,259.18,137.3
307,3,28.Pink,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.2,0.0,0.0,0.0,0.0,0.27,0.2,0.0,0.0,63.34,185.78,358.77,202.5
308,4,28.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,55.02,137.03,265.73,154.11
309,5,28.Pink,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.12,0.0,0.0,0.06,0.0,0.24,0.0,0.0,0.0,37.59,160.83,281.11,175.15
310,1,3.Green,0.0,0.0,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.04,0.0,0.29,0.08,0.0,0.0,63.08,206.45,419.38,219.44
311,2,3.Green,0.0,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.37,0.0,0.0,0.11,0.0,0.26,0.0,0.0,0.0,53.95,216.49,411.31,218.17
312,3,3.Green,0.0,0.0,0.29,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.33,0.0,0.1,0.0,0.0,0.05,0.0,0.43,0.14,0.0,0.0,68.36,249.38,476.83,263.69
313,4,3.Green,0.0,0.0,0.17,0.0,0.17,0.06,0.0,0.0,0.0,0.11,0.17,0.06,0.17,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,75.36,194.05,422.48,204.89
314,5,3.Green,0.0,0.0,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.38,0.06,0.0,0.0,14.75,212.59,444.42,227.9
315,1,3.Pink,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.33,0.04,0.21,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,34.92,180.21,371.29,193.67
316,2,3.Pink,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,86.51,196.08,354.0,203.94
317,3,3.Pink,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.04,80.64,198.72,404.34,213.21
318,4,3.Pink,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,36.57,199.98,422.05,211.07
319,5,3.Pink,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,57.05,181.4,360.2,197.9
320,1,4.Blue,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.21,0.0,0.14,0.07,0.0,0.0,53.18,210.34,426.27,227.26
321,2,4.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,96.14,251.28,467.21,270.45
322,3,4.Blue,0.0,0.0,0.31,0.0,0.15,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.08,0.0,0.0,93.08,213.17,412.39,228.17
323,4,4.Blue,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,84.23,234.71,460.21,254.59
324,5,4.Blue,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.82,211.18,419.23,221.35
325,1,4.Orange,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,79.07,253.75,427.38,250.57
326,2,4.Orange,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,155.09,292.94,160.51
327,3,4.Orange,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,46.67,141.83,296.2,147.62
328,4,4.Orange,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.25,0.0,0.0,0.0,89.5,295.72,557.39,285.67
329,5,4.Orange,0.0,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29,228.6,500.43,237.84
330,1,4.Yellow,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,115.0,205.42,439.49,227.45
331,2,4.Yellow,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,44.43,213.02,333.14,238.47
332,3,4.Yellow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,155.95,374.74,174.66
333,4,4.Yellow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,37.29,194.36,330.81,200.13
334,5,4.Yellow,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,104.5,186.64,296.85,188.94
335,1,5.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.0,74.11,171.44,332.18,184.18
336,2,5.Orange,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.04,0.0,0.04,0.0,0.0,0.12,0.04,0.25,0.0,0.0,0.0,54.94,218.99,468.01,232.87
337,3,5.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.1,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.0,56.77,213.32,442.71,231.44
338,4,5.Orange,0.0,0.0,0.25,0.0,0.25,0.17,0.0,0.0,0.0,0.25,0.25,0.0,0.17,0.0,0.0,0.08,0.0,0.33,0.0,0.0,0.0,28.0,204.93,451.89,219.08
339,5,5.Orange,0.0,0.0,0.14,0.0,0.07,0.07,0.0,0.0,0.0,0.07,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,96.43,250.23,517.27,264.26
340,1,5.Blue,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.07,0.19,0.0,0.15,0.0,0.0,0.04,0.0,0.3,0.04,0.04,0.0,38.78,215.9,461.84,231.99
341,2,5.Blue,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.1,0.0,0.0,69.27,228.72,480.35,243.68
342,3,5.Blue,0.0,0.0,0.25,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.0,0.03,0.0,0.19,0.0,0.0,0.0,31.61,189.48,373.05,198.96
343,4,5.Blue,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.23,0.09,0.0,0.0,34.76,209.14,421.98,215.1
344,5,5.Blue,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.33,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,127.5,260.5,533.22,271.85
345,1,5.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.14,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,40.95,166.03,344.4,175.32
346,2,5.Pink,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,54.58,151.27,299.49,155.84
347,3,5.Pink,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.35,0.06,0.0,0.0,35.06,165.73,351.8,176.23
348,4,5.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.17,0.0,0.0,30.5,218.39,398.79,230.31
349,5,5.Pink,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.14,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,43.52,224.21,433.17,235.01
350,1,5.Yellow,0.0,0.0,0.47,0.0,0.37,0.05,0.0,0.0,0.05,0.21,0.47,0.05,0.26,0.0,0.0,0.0,0.0,0.32,0.11,0.0,0.0,105.76,244.36,506.98,263.53
351,2,5.Yellow,0.0,0.0,0.19,0.0,0.11,0.04,0.0,0.0,0.0,0.11,0.33,0.0,0.19,0.0,0.0,0.0,0.0,0.15,0.11,0.04,0.0,32.63,254.63,505.37,270.34
352,3,5.Yellow,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.0,0.21,0.07,0.0,0.07,0.0,0.29,0.0,0.07,0.0,54.32,259.69,464.96,269.64
353,4,5.Yellow,0.0,0.0,0.35,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.45,0.0,0.35,0.0,0.0,0.1,0.0,0.3,0.25,0.0,0.0,59.92,293.55,571.0,306.77
354,5,5.Yellow,0.0,0.0,0.29,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.12,0.0,0.0,0.0,0.0,0.41,0.06,0.0,0.0,96.47,206.37,415.97,220.13
355,1,6.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,52.14,141.57,295.04,152.45
356,2,6.Blue,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.0,0.11,0.0,0.0,0.0,0.0,0.47,0.11,0.0,0.0,59.95,255.69,505.49,269.3
357,3,6.Blue,0.0,0.0,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,39.74,152.96,310.68,160.38
358,4,6.Blue,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.05,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.35,0.1,0.0,0.0,73.53,208.6,419.44,221.28
359,5,6.Blue,0.0,0.0,0.17,0.0,0.11,0.06,0.0,0.0,0.0,0.06,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,28.89,155.16,331.72,157.6
360,1,6.Pink,0.0,0.0,0.16,0.0,0.08,0.08,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,39.2,150.23,333.31,183.92
361,2,6.Pink,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.0,0.03,0.0,0.1,0.03,0.0,0.0,30.83,151.15,265.04,156.0
362,3,6.Pink,0.0,0.0,0.21,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.17,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.12,0.0,0.0,83.47,226.72,419.61,242.29
363,4,6.Pink,0.0,0.0,0.07,0.0,0.07,0.04,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.18,0.07,0.0,0.0,68.96,157.22,320.37,170.77
364,5,6.Pink,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.14,0.0,0.0,66.59,157.22,328.42,159.97
365,1,6.Green,0.0,0.0,0.27,0.0,0.23,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.09,0.0,0.0,0.09,0.05,0.27,0.0,0.0,0.0,81.95,253.15,515.13,276.76
366,2,6.Green,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.03,0.16,0.26,0.0,0.06,0.0,0.0,0.0,0.03,0.29,0.1,0.0,0.0,37.48,234.31,496.93,256.34
367,3,6.Green,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,43.03,215.67,455.21,245.19
368,4,6.Green,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.19,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.0,48.57,248.62,483.46,267.93
369,5,6.Green,0.0,0.0,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,46.15,217.02,451.05,231.59
370,1,6.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.33,250.59,117.85
371,2,6.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.13,252.81,118.86
372,3,6.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.76,442.88,169.92
373,4,6.Orange,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.22,0.0,0.0,90.22,219.9,391.45,228.49
374,5,6.Orange,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,31.71,346.64,499.57,363.33
375,1,7.Orange,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.07,0.0,0.27,0.0,0.0,0.0,93.47,256.32,509.72,274.53
376,2,7.Orange,0.0,0.0,0.17,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.5,0.0,0.04,0.0,0.0,0.0,0.0,0.33,0.12,0.0,0.0,65.5,285.26,490.83,289.91
377,3,7.Orange,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.45,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,80.55,246.94,476.12,271.76
378,4,7.Orange,0.0,0.0,0.25,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,49.5,202.21,453.08,233.56
379,5,7.Orange,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,35.93,183.01,320.15,187.08
380,1,7.Green,0.0,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.53,0.03,0.09,0.0,0.0,0.0,0.0,0.5,0.16,0.0,0.0,66.27,227.27,465.53,245.89
381,2,7.Green,0.0,0.0,0.09,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.4,0.0,0.12,0.0,0.0,0.02,0.0,0.14,0.07,0.0,0.0,55.0,261.26,490.28,276.49
382,3,7.Green,0.0,0.0,0.18,0.0,0.18,0.04,0.0,0.0,0.0,0.04,0.39,0.04,0.29,0.0,0.0,0.0,0.0,0.29,0.14,0.04,0.0,82.02,259.27,484.22,273.08
383,4,7.Green,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.29,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.05,0.0,0.0,37.96,246.07,465.38,265.67
384,5,7.Green,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.09,0.0,0.0,0.02,0.0,0.14,0.02,0.0,0.0,35.47,197.75,371.44,216.18
385,1,7.Blue,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.07,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,88.54,259.23,508.52,268.26
