,time,speaker_id,please,please_start,has_hedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_plural,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,has_positive,has_negative,subjunctive,indicative,age_of_acquisition,concreteness,familiarity,imageability
136,2,17.Pink,0.0,0.0,0.27,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.09,0.0,0.18,0.18,0.0,0.0,47.95,218.74,424.37,222.84
137,3,17.Pink,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,69.75,228.49,419.3,236.73
138,4,17.Pink,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,24.7,218.9,477.14,226.8
139,5,17.Pink,0.0,0.0,0.15,0.0,0.04,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.11,0.0,0.0,48.61,308.2,496.32,332.18
140,1,18.Pink,0.0,0.0,0.2,0.0,0.15,0.02,0.0,0.0,0.0,0.02,0.39,0.0,0.24,0.0,0.0,0.02,0.0,0.22,0.1,0.0,0.0,76.89,201.34,391.03,212.92
141,2,18.Pink,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.17,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.28,0.14,0.0,0.0,61.0,251.14,498.39,267.1
142,3,18.Pink,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.33,0.0,0.19,0.0,0.0,0.02,0.0,0.14,0.1,0.05,0.0,53.35,235.77,470.31,247.76
143,4,18.Pink,0.0,0.0,0.3,0.0,0.08,0.03,0.0,0.0,0.0,0.35,0.14,0.0,0.05,0.0,0.0,0.03,0.0,0.16,0.08,0.0,0.0,7.81,223.63,480.3,251.08
144,5,18.Pink,0.0,0.0,0.22,0.0,0.04,0.0,0.0,0.0,0.0,0.31,0.04,0.0,0.06,0.0,0.0,0.02,0.0,0.04,0.12,0.04,0.0,70.36,258.48,513.25,288.72
145,1,18.Blue,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,59.57,123.65,228.69,129.23
146,2,18.Blue,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.13,0.0,0.0,37.61,198.23,386.13,209.44
147,3,18.Blue,0.0,0.0,0.35,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.18,0.0,0.0,0.0,0.06,0.24,0.18,0.06,0.0,14.53,281.17,492.53,287.52
148,4,18.Blue,0.0,0.0,0.17,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.28,0.06,0.17,0.0,0.0,0.22,0.0,0.11,0.06,0.0,0.0,21.78,232.48,466.36,242.11
149,5,18.Blue,0.0,0.0,0.21,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.05,0.0,0.0,31.16,195.29,377.28,202.52
150,1,18.Orange,0.0,0.0,0.26,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.44,0.0,0.33,0.0,0.0,0.07,0.04,0.56,0.11,0.07,0.0,103.31,268.06,506.89,282.44
151,2,18.Orange,0.0,0.0,0.11,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.21,0.0,0.26,0.0,0.0,0.11,0.0,0.16,0.16,0.0,0.0,90.34,268.51,501.37,272.13
152,3,18.Orange,0.0,0.0,0.29,0.0,0.14,0.1,0.0,0.0,0.0,0.19,0.29,0.0,0.1,0.0,0.0,0.24,0.0,0.1,0.1,0.0,0.0,44.06,283.31,598.41,294.34
153,4,18.Orange,0.0,0.0,0.44,0.0,0.22,0.11,0.0,0.0,0.0,0.33,0.22,0.0,0.11,0.0,0.0,0.11,0.0,0.33,0.11,0.0,0.0,71.89,259.57,596.65,304.75
154,5,18.Orange,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.31,0.0,0.0,0.19,0.0,0.12,0.0,0.06,0.0,106.53,275.8,525.8,296.71
155,1,19.Blue,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.11,0.0,0.33,0.11,0.0,0.0,28.22,229.45,460.24,245.65
156,2,19.Blue,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,66.53,195.5,395.35,209.95
157,3,19.Blue,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.17,0.11,0.0,0.28,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,28.39,151.56,297.38,163.42
158,4,19.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,42.8,129.83,293.88,134.03
159,5,19.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,47.8,118.09,240.63,134.49
160,1,19.Pink,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.38,0.15,0.0,0.08,0.0,0.0,0.08,0.08,0.08,0.15,0.0,0.0,41.38,205.73,410.47,223.9
161,2,19.Pink,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,58.83,270.56,544.3,296.98
162,3,19.Pink,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,80.54,272.04,586.03,299.28
163,4,19.Pink,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.26,0.0,0.13,0.0,0.0,0.04,0.0,0.26,0.17,0.0,0.0,83.72,330.1,596.05,347.65
164,5,19.Pink,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.03,0.21,0.1,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.07,0.0,0.0,106.97,308.48,572.84,335.83
165,1,19.Orange,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.0,33.5,227.07,478.9,245.01
166,2,19.Orange,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,42.33,117.64,335.84,152.49
167,3,19.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,181.73,387.51,201.89
168,4,19.Orange,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,98.65,218.92,419.23,228.4
169,5,19.Orange,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,252.44,478.52,276.12
170,1,2.Pink,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,119.0,253.33,523.19,275.09
171,2,2.Pink,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,23.9,246.48,470.96,265.42
172,3,2.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,26.38,217.53,444.71,234.86
173,4,2.Pink,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.88,232.67,441.95,249.7
174,5,2.Pink,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.09,0.27,0.0,0.09,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.0,100.36,307.31,534.27,333.18
175,1,2.Blue,0.0,0.0,0.22,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.44,0.0,0.22,0.0,0.0,0.11,0.0,0.44,0.11,0.0,0.0,145.0,315.73,522.58,334.42
176,2,2.Blue,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,105.6,321.43,590.04,344.62
177,3,2.Blue,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,65.11,252.98,534.42,266.13
178,4,2.Blue,0.0,0.0,0.33,0.0,0.33,0.17,0.0,0.0,0.0,0.17,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.17,0.17,0.0,154.17,296.54,593.19,313.29
179,5,2.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,43.33,211.48,403.41,220.68
180,1,20.Blue,0.0,0.0,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,49.2,199.36,431.86,217.78
181,2,20.Blue,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.07,0.0,0.0,0.07,0.0,0.14,0.07,0.0,0.0,91.4,272.3,546.46,295.77
182,3,20.Blue,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,44.76,225.24,486.67,238.66
183,4,20.Blue,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.05,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,54.18,191.97,372.15,204.01
184,5,20.Blue,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.31,0.19,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,100.79,257.17,521.25,276.28
185,1,20.Pink,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,103.12,155.66,300.91,173.15
186,2,20.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,29.88,179.64,365.35,197.9
187,3,20.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,114.0,310.48,590.07,322.91
188,4,20.Pink,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,188.12,263.78,445.74,281.85
189,5,20.Pink,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.32,295.09,188.94
190,1,20.Orange,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.0,0.0,32.11,202.64,393.17,207.84
191,2,20.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,74.57,183.45,334.75,200.82
192,3,20.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,250.4,507.51,275.86
193,4,20.Orange,0.0,0.0,0.5,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.33,0.17,0.0,0.0,39.83,284.68,602.35,303.65
194,5,20.Orange,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.96,438.08,263.92
195,1,21.Blue,0.0,0.0,0.14,0.0,0.07,0.07,0.0,0.0,0.0,0.07,0.43,0.0,0.29,0.0,0.0,0.21,0.0,0.29,0.0,0.0,0.0,44.24,233.64,472.08,244.74
196,2,21.Blue,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.45,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,61.92,251.01,510.27,260.16
197,3,21.Blue,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.25,0.0,0.25,0.0,0.0,0.08,0.0,0.08,0.25,0.0,0.0,57.0,232.33,497.51,253.07
198,4,21.Blue,0.0,0.0,0.25,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,59.25,179.78,297.59,187.04
199,5,21.Blue,0.0,0.0,0.22,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,59.33,175.36,328.63,181.25
200,1,21.Pink,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,27.58,194.87,401.34,207.88
201,2,21.Pink,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.0,0.06,0.0,0.0,0.0,0.0,0.19,0.06,0.0,0.0,31.12,225.41,471.62,243.19
202,3,21.Pink,0.0,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.4,0.0,0.07,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,18.73,278.99,548.3,294.7
203,4,21.Pink,0.0,0.0,0.15,0.0,0.08,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,18.38,251.44,537.34,263.55
204,5,21.Pink,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,113.21,263.09,543.38,281.39
205,1,21.Orange,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.12,0.0,0.0,157.56,193.4,376.43,199.78
206,2,21.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71,176.7,90.71
207,3,21.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,47.8,190.19,360.31,202.74
208,4,21.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,138.0,71.25
209,5,21.Orange,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.17,0.0,0.0,0.0,0.0,0.33,0.17,0.0,0.0,78.67,263.32,485.78,283.66
210,1,22.Blue,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.0,24.33,264.7,563.68,283.41
211,2,22.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,56.2,268.48,528.78,287.13
212,3,22.Blue,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,64.24,260.98,519.88,277.43
213,4,22.Blue,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.11,0.0,0.0,0.05,0.0,0.11,0.05,0.0,0.0,77.05,252.83,495.57,274.24
214,5,22.Blue,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,36.5,161.16,333.94,171.98
215,1,22.Pink,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.36,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,73.0,295.84,489.26,305.03
216,2,22.Pink,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.42,0.08,0.33,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,96.88,313.42,544.82,330.88
217,3,22.Pink,0.0,0.0,0.23,0.0,0.15,0.0,0.0,0.0,0.0,0.08,0.38,0.0,0.23,0.0,0.0,0.08,0.0,0.15,0.08,0.0,0.0,106.04,314.23,596.33,322.63
218,4,22.Pink,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.18,0.55,0.09,0.18,0.0,0.0,0.09,0.09,0.18,0.0,0.0,0.0,111.95,307.41,537.48,328.49
219,5,22.Pink,0.0,0.0,0.5,0.0,0.17,0.0,0.0,0.0,0.0,0.33,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,74.12,292.45,540.42,319.62
220,1,22.Orange,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,91.93,289.51,497.99,312.17
221,2,22.Orange,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.23,0.69,0.0,0.08,0.0,0.0,0.0,0.08,0.23,0.15,0.0,0.0,95.31,290.75,556.64,302.14
222,3,22.Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,109.25,204.69,370.46,214.91
223,4,22.Orange,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,76.27,198.11,368.36,211.37
224,5,22.Orange,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,153.24,321.91,164.26
225,1,23.Orange,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.25,0.0,0.24,0.0,0.0,0.08,0.02,0.1,0.06,0.0,0.0,36.51,212.38,438.82,225.44
226,2,23.Orange,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.26,0.0,0.26,0.0,0.0,0.09,0.0,0.21,0.04,0.0,0.0,43.15,242.21,492.13,260.54
227,3,23.Orange,0.0,0.0,0.08,0.0,0.04,0.02,0.0,0.0,0.02,0.1,0.14,0.0,0.16,0.0,0.02,0.02,0.0,0.24,0.08,0.02,0.0,44.29,254.11,501.91,275.32
228,4,23.Orange,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.22,0.0,0.0,0.08,0.0,0.18,0.15,0.0,0.02,34.04,243.26,505.54,263.45
229,5,23.Orange,0.0,0.0,0.14,0.0,0.07,0.02,0.0,0.0,0.0,0.07,0.21,0.02,0.14,0.0,0.0,0.14,0.07,0.19,0.02,0.0,0.0,18.53,229.49,496.11,258.66
230,1,23.Blue,0.0,0.0,0.04,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.51,0.08,0.0,0.0,61.35,244.49,499.09,261.29
231,2,23.Blue,0.0,0.0,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.24,0.0,0.27,0.0,0.0,0.0,0.03,0.42,0.09,0.0,0.0,40.33,212.77,433.43,231.54
232,3,23.Blue,0.0,0.0,0.19,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.28,0.0,0.16,0.0,0.0,0.0,0.0,0.28,0.06,0.0,0.0,49.33,214.3,430.02,228.87
233,4,23.Blue,0.0,0.0,0.17,0.0,0.09,0.03,0.0,0.0,0.0,0.11,0.26,0.0,0.09,0.0,0.0,0.03,0.0,0.26,0.09,0.0,0.0,20.27,150.56,308.0,162.03
234,5,23.Blue,0.0,0.0,0.18,0.0,0.11,0.05,0.0,0.0,0.0,0.14,0.25,0.0,0.09,0.0,0.0,0.02,0.0,0.32,0.07,0.0,0.0,59.16,194.23,381.57,207.03
235,1,24.Blue,0.0,0.0,0.1,0.0,0.1,0.02,0.0,0.0,0.02,0.02,0.27,0.0,0.12,0.0,0.0,0.02,0.0,0.22,0.12,0.0,0.0,36.57,179.26,339.39,195.15
236,2,24.Blue,0.0,0.0,0.17,0.0,0.09,0.02,0.0,0.0,0.0,0.04,0.2,0.0,0.2,0.0,0.0,0.0,0.02,0.35,0.04,0.0,0.0,35.32,213.26,444.72,229.38
237,3,24.Blue,0.0,0.0,0.11,0.0,0.05,0.07,0.0,0.0,0.0,0.07,0.2,0.0,0.14,0.0,0.0,0.02,0.0,0.32,0.09,0.0,0.0,61.61,219.8,434.09,242.33
238,4,24.Blue,0.0,0.0,0.26,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.28,0.02,0.19,0.0,0.0,0.05,0.0,0.3,0.09,0.0,0.0,81.44,250.18,485.78,265.15
239,5,24.Blue,0.0,0.0,0.16,0.0,0.02,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,74.02,187.17,369.45,201.19
240,1,24.Orange,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.0,0.02,0.0,0.26,0.04,0.0,0.0,35.23,247.89,503.29,266.26
241,2,24.Orange,0.0,0.0,0.16,0.0,0.13,0.03,0.0,0.0,0.0,0.13,0.19,0.06,0.16,0.0,0.0,0.0,0.0,0.26,0.03,0.0,0.0,50.03,198.36,402.42,219.57
242,3,24.Orange,0.0,0.0,0.15,0.0,0.09,0.0,0.0,0.0,0.0,0.12,0.21,0.0,0.15,0.0,0.0,0.0,0.0,0.35,0.21,0.0,0.0,73.46,210.78,420.57,228.88
243,4,24.Orange,0.0,0.0,0.12,0.0,0.05,0.02,0.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,28.9,235.42,498.98,253.82
244,5,24.Orange,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.02,0.02,0.13,0.02,0.0,0.0,28.98,212.85,417.05,230.61
245,1,24.Pink,0.0,0.0,0.17,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.17,0.0,0.0,0.03,0.0,0.21,0.28,0.03,0.0,60.07,224.29,431.87,248.04
246,2,24.Pink,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,36.94,235.97,474.85,255.63
247,3,24.Pink,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.21,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.25,0.0,0.0,58.02,229.35,446.86,267.09
248,4,24.Pink,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.05,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.05,52.02,249.29,481.96,257.35
249,5,24.Pink,0.0,0.0,0.23,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.23,0.08,0.08,0.0,0.0,0.0,0.0,0.15,0.08,0.0,0.0,68.0,266.42,507.19,281.02
250,1,25.Pink,0.0,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.29,0.0,0.0,0.1,0.05,0.14,0.1,0.0,0.0,68.52,229.06,515.12,246.25
251,2,25.Pink,0.0,0.0,0.29,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.04,0.0,0.33,0.08,0.0,0.04,72.6,267.33,523.32,278.87
252,3,25.Pink,0.0,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.19,0.0,0.07,0.0,0.0,0.04,0.04,0.15,0.04,0.0,0.0,43.04,174.47,351.71,192.33
253,4,25.Pink,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,56.98,217.95,454.86,237.87
254,5,25.Pink,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.06,0.0,0.0,45.11,192.43,419.18,210.91
255,1,25.Orange,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,11.4,162.05,268.23,161.8
256,2,25.Orange,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,73.14,173.31,329.39,187.28
257,3,25.Orange,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.06,0.0,0.33,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.06,0.0,0.0,34.72,210.02,393.75,214.28
258,4,25.Orange,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.06,0.0,0.0,0.06,0.0,0.25,0.0,0.06,0.0,88.22,206.74,408.25,216.01
259,5,25.Orange,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.09,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.18,0.05,0.0,0.0,36.14,222.75,425.41,234.78
260,1,25.Blue,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.37,0.05,0.0,0.0,42.68,231.17,436.55,241.08
